文件名,路径,大小,类型,扩展名
Info.plist,Frameworks/flutter_inappwebview_ios.framework/Info.plist,821 B,data,.plist
Info.plist,Frameworks/FBSDKCoreKit_Basics.framework/Info.plist,817 B,data,.plist
Info.plist,Frameworks/flutter_native_splash.framework/Info.plist,815 B,data,.plist
Info.plist,Frameworks/video_player_avfoundation.framework/video_player_avfoundation_privacy.bundle/Info.plist,814 B,data,.plist
Info.plist,Frameworks/webview_flutter_wkwebview.framework/webview_flutter_wkwebview_privacy.bundle/Info.plist,814 B,data,.plist
Info.plist,Frameworks/native_flutter_proxy.framework/Info.plist,813 B,data,.plist
Info.plist,Frameworks/app_tracking_transparency.framework/app_tracking_transparency_privacy.bundle/Info.plist,813 B,data,.plist
Info.plist,Frameworks/path_provider_foundation.framework/path_provider_foundation_privacy.bundle/Info.plist,812 B,data,.plist
Info.plist,Frameworks/flutter_inappwebview_ios.framework/flutter_inappwebview_ios_privacy.bundle/Info.plist,812 B,data,.plist
Info.plist,Frameworks/package_info_plus.framework/Info.plist,807 B,data,.plist
Info.plist,Frameworks/connectivity_plus.framework/Info.plist,807 B,data,.plist
Info.plist,Frameworks/flutter_timezone.framework/Info.plist,805 B,data,.plist
Info.plist,Frameworks/flutter_keychain.framework/Info.plist,805 B,data,.plist
Info.plist,Frameworks/url_launcher_ios.framework/Info.plist,805 B,data,.plist
Info.plist,Frameworks/device_info_plus.framework/Info.plist,805 B,data,.plist
Info.plist,Frameworks/flutter_native_splash.framework/flutter_native_splash_privacy.bundle/Info.plist,805 B,data,.plist
Info.plist,Frameworks/IOSSecuritySuite.framework/Info.plist,805 B,data,.plist
Info.plist,Frameworks/FBSDKCoreKit.framework/Info.plist,802 B,data,.plist
Info.plist,Frameworks/advertising_id.framework/Info.plist,799 B,data,.plist
Info.plist,Frameworks/sqflite_darwin.framework/Info.plist,799 B,data,.plist
Info.plist,Frameworks/package_info_plus.framework/package_info_plus_privacy.bundle/Info.plist,798 B,data,.plist
Info.plist,Frameworks/connectivity_plus.framework/connectivity_plus_privacy.bundle/Info.plist,798 B,data,.plist
Info.plist,Frameworks/wakelock_plus.framework/Info.plist,797 B,data,.plist
Info.plist,Frameworks/in_app_review.framework/Info.plist,797 B,data,.plist
Info.plist,Frameworks/url_launcher_ios.framework/url_launcher_ios_privacy.bundle/Info.plist,796 B,data,.plist
Info.plist,Frameworks/device_info_plus.framework/device_info_plus_privacy.bundle/Info.plist,796 B,data,.plist
Info.plist,Frameworks/app_settings.framework/Info.plist,795 B,data,.plist
Info.plist,Frameworks/r_forbidshot.framework/Info.plist,795 B,data,.plist
Info.plist,Frameworks/FBAEMKit.framework/Info.plist,794 B,data,.plist
Info.plist,Frameworks/IOSSecuritySuite.framework/IOSSecuritySuitePrivacy.bundle/Info.plist,794 B,data,.plist
Info.plist,Frameworks/encryptions.framework/Info.plist,793 B,data,.plist
Info.plist,Frameworks/sqflite_darwin.framework/sqflite_darwin_privacy.bundle/Info.plist,792 B,data,.plist
Info.plist,Frameworks/advertising_id.framework/advertising_id_privacy.bundle/Info.plist,791 B,data,.plist
Info.plist,Frameworks/OrderedSet.framework/Info.plist,791 B,data,.plist
Info.plist,Frameworks/adjust_sdk.framework/Info.plist,791 B,data,.plist
Info.plist,Frameworks/wakelock_plus.framework/wakelock_plus_privacy.bundle/Info.plist,790 B,data,.plist
Info.plist,Frameworks/in_app_review.framework/in_app_review_privacy.bundle/Info.plist,790 B,data,.plist
Info.plist,Frameworks/AdjustSdk.framework/Info.plist,789 B,data,.plist
Info.plist,Frameworks/app_settings.framework/app_settings_privacy.bundle/Info.plist,788 B,data,.plist
Info.plist,Frameworks/OrderedSet.framework/OrderedSet_privacy.bundle/Info.plist,784 B,data,.plist
Info.plist,FBAudienceNetwork.bundle/Info.plist,783 B,data,.plist
Info.plist,Frameworks/AdjustSigSdk.framework/Info.plist,780 B,data,.plist
Info.plist,Frameworks/App.framework/Info.plist,774 B,data,.plist
Info.plist,Frameworks/AdjustSdk.framework/Adjust.bundle/Info.plist,758 B,data,.plist
AppFrameworkInfo.plist,AppFrameworkInfo.plist,377 B,data,.plist
Info.plist,Base.lproj/Main.storyboardc/Info.plist,258 B,data,.plist
Info.plist,Base.lproj/LaunchScreen.storyboardc/Info.plist,258 B,data,.plist
FontManifest.json,Frameworks/App.framework/flutter_assets/FontManifest.json,208 B,data,.json
Info.plist,Frameworks/flutter_inappwebview_ios.framework/WebView.storyboardc/Info.plist,181 B,data,.plist
embedded.mobileprovision,embedded.mobileprovision,29.4 KB,certificates,.mobileprovision
MaterialIcons-Regular.otf,Frameworks/App.framework/flutter_assets/fonts/MaterialIcons-Regular.otf,1.6 MB,fonts,.otf
CupertinoIcons.ttf,Frameworks/App.framework/flutter_assets/packages/cupertino_icons/assets/CupertinoIcons.ttf,251.6 KB,fonts,.ttf
t-rex.html,Frameworks/App.framework/flutter_assets/packages/flutter_inappwebview/assets/t_rex_runner/t-rex.html,80.3 KB,code,.html
web_support.js,Frameworks/App.framework/flutter_assets/packages/flutter_inappwebview_web/assets/web/web_support.js,27.7 KB,code,.js
no_sleep.js,Frameworks/App.framework/flutter_assets/packages/wakelock_plus/assets/no_sleep.js,13.0 KB,code,.js
t-rex.css,Frameworks/App.framework/flutter_assets/packages/flutter_inappwebview/assets/t_rex_runner/t-rex.css,1.6 KB,code,.css
Flutter,Frameworks/Flutter.framework/Flutter,9.4 MB,uncategorized,
App,Frameworks/App.framework/App,7.9 MB,uncategorized,
FBSDKCoreKit,Frameworks/FBSDKCoreKit.framework/FBSDKCoreKit,3.2 MB,uncategorized,
Runner,Runner,2.4 MB,uncategorized,
flutter_inappwebview_ios,Frameworks/flutter_inappwebview_ios.framework/flutter_inappwebview_ios,2.3 MB,uncategorized,
webview_flutter_wkwebview,Frameworks/webview_flutter_wkwebview.framework/webview_flutter_wkwebview,1.0 MB,uncategorized,
Assets.car,Assets.car,905.7 KB,uncategorized,.car
AdjustSdk,Frameworks/AdjustSdk.framework/AdjustSdk,808.2 KB,uncategorized,
icudtl.dat,Frameworks/Flutter.framework/icudtl.dat,760.6 KB,uncategorized,.dat
AdjustSigSdk,Frameworks/AdjustSigSdk.framework/AdjustSigSdk,622.4 KB,uncategorized,
FBAEMKit,Frameworks/FBAEMKit.framework/FBAEMKit,583.6 KB,uncategorized,
libswift_Concurrency.dylib,Frameworks/libswift_Concurrency.dylib,544.5 KB,uncategorized,.dylib
sqflite_darwin,Frameworks/sqflite_darwin.framework/sqflite_darwin,247.2 KB,uncategorized,
IOSSecuritySuite,Frameworks/IOSSecuritySuite.framework/IOSSecuritySuite,219.8 KB,uncategorized,
video_player_avfoundation,Frameworks/video_player_avfoundation.framework/video_player_avfoundation,204.4 KB,uncategorized,
shared_preferences_foundation,Frameworks/shared_preferences_foundation.framework/shared_preferences_foundation,191.1 KB,uncategorized,
url_launcher_ios,Frameworks/url_launcher_ios.framework/url_launcher_ios,179.5 KB,uncategorized,
encryptions,Frameworks/encryptions.framework/encryptions,168.5 KB,uncategorized,
in_app_purchase_storekit,Frameworks/in_app_purchase_storekit.framework/in_app_purchase_storekit,160.4 KB,uncategorized,
FBSDKCoreKit_Basics,Frameworks/FBSDKCoreKit_Basics.framework/FBSDKCoreKit_Basics,156.3 KB,uncategorized,
app_settings,Frameworks/app_settings.framework/app_settings,140.8 KB,uncategorized,
OrderedSet,Frameworks/OrderedSet.framework/OrderedSet,137.2 KB,uncategorized,
path_provider_foundation,Frameworks/path_provider_foundation.framework/path_provider_foundation,134.8 KB,uncategorized,
connectivity_plus,Frameworks/connectivity_plus.framework/connectivity_plus,134.7 KB,uncategorized,
adjust_sdk,Frameworks/adjust_sdk.framework/adjust_sdk,129.8 KB,uncategorized,
in_app_review,Frameworks/in_app_review.framework/in_app_review,128.1 KB,uncategorized,
app_tracking_transparency,Frameworks/app_tracking_transparency.framework/app_tracking_transparency,127.5 KB,uncategorized,
NOTICES.Z,Frameworks/App.framework/flutter_assets/NOTICES.Z,114.7 KB,uncategorized,.z
r_forbidshot,Frameworks/r_forbidshot.framework/r_forbidshot,107.1 KB,uncategorized,
native_flutter_proxy,Frameworks/native_flutter_proxy.framework/native_flutter_proxy,106.5 KB,uncategorized,
advertising_id,Frameworks/advertising_id.framework/advertising_id,106.2 KB,uncategorized,
flutter_jailbreak_detection,Frameworks/flutter_jailbreak_detection.framework/flutter_jailbreak_detection,105.7 KB,uncategorized,
CodeResources,_CodeSignature/CodeResources,92.0 KB,uncategorized,
flutter_keychain,Frameworks/flutter_keychain.framework/flutter_keychain,91.8 KB,uncategorized,
flutter_keyboard_visibility,Frameworks/flutter_keyboard_visibility.framework/flutter_keyboard_visibility,91.7 KB,uncategorized,
flutter_native_splash,Frameworks/flutter_native_splash.framework/flutter_native_splash,88.8 KB,uncategorized,
flutter_timezone,Frameworks/flutter_timezone.framework/flutter_timezone,88.6 KB,uncategorized,
wakelock_plus,Frameworks/wakelock_plus.framework/wakelock_plus,85.6 KB,uncategorized,
device_info_plus,Frameworks/device_info_plus.framework/device_info_plus,74.1 KB,uncategorized,
package_info_plus,Frameworks/package_info_plus.framework/package_info_plus,73.4 KB,uncategorized,
FlutterEngine.h,Frameworks/Flutter.framework/Headers/FlutterEngine.h,20.2 KB,uncategorized,.h
CodeResources,Frameworks/FBSDKCoreKit.framework/_CodeSignature/CodeResources,20.2 KB,uncategorized,
FlutterChannels.h,Frameworks/Flutter.framework/Headers/FlutterChannels.h,18.0 KB,uncategorized,.h
FlutterPlugin.h,Frameworks/Flutter.framework/Headers/FlutterPlugin.h,15.9 KB,uncategorized,.h
FlutterCodecs.h,Frameworks/Flutter.framework/Headers/FlutterCodecs.h,14.9 KB,uncategorized,.h
CodeResources,Frameworks/App.framework/_CodeSignature/CodeResources,13.7 KB,uncategorized,
ink_sparkle.frag,Frameworks/App.framework/flutter_assets/shaders/ink_sparkle.frag,11.8 KB,uncategorized,.frag
FlutterViewController.h,Frameworks/Flutter.framework/Headers/FlutterViewController.h,9.9 KB,uncategorized,.h
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/en.lproj/FacebookSDK.strings,8.5 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/ml.lproj/FacebookSDK.strings,6.9 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/ta.lproj/FacebookSDK.strings,6.6 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/bn.lproj/FacebookSDK.strings,6.6 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/te.lproj/FacebookSDK.strings,6.6 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/pa.lproj/FacebookSDK.strings,6.5 KB,uncategorized,.strings
CodeResources,Frameworks/Flutter.framework/_CodeSignature/CodeResources,6.4 KB,uncategorized,
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/hi.lproj/FacebookSDK.strings,6.4 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/th.lproj/FacebookSDK.strings,6.4 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/mr.lproj/FacebookSDK.strings,6.4 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/gu.lproj/FacebookSDK.strings,6.3 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/el.lproj/FacebookSDK.strings,5.8 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/kn.lproj/FacebookSDK.strings,5.6 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/ru.lproj/FacebookSDK.strings,5.3 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/ar.lproj/FacebookSDK.strings,5.2 KB,uncategorized,.strings
FlutterPluginAppLifeCycleDelegate.h,Frameworks/Flutter.framework/Headers/FlutterPluginAppLifeCycleDelegate.h,5.2 KB,uncategorized,.h
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/ja.lproj/FacebookSDK.strings,5.1 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/vi.lproj/FacebookSDK.strings,5.0 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/he.lproj/FacebookSDK.strings,4.9 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/hu.lproj/FacebookSDK.strings,4.9 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/fr.lproj/FacebookSDK.strings,4.9 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/de.lproj/FacebookSDK.strings,4.8 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/pt_PT.lproj/FacebookSDK.strings,4.8 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/ko.lproj/FacebookSDK.strings,4.8 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/fil.lproj/FacebookSDK.strings,4.8 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/es_ES.lproj/FacebookSDK.strings,4.8 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/sk.lproj/FacebookSDK.strings,4.8 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/es.lproj/FacebookSDK.strings,4.8 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/cs.lproj/FacebookSDK.strings,4.8 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/fi.lproj/FacebookSDK.strings,4.8 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/pl.lproj/FacebookSDK.strings,4.7 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/pt.lproj/FacebookSDK.strings,4.7 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/it.lproj/FacebookSDK.strings,4.7 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/af.lproj/FacebookSDK.strings,4.7 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/tr.lproj/FacebookSDK.strings,4.7 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/nl.lproj/FacebookSDK.strings,4.7 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/ms.lproj/FacebookSDK.strings,4.7 KB,uncategorized,.strings
FlutterEngineGroup.h,Frameworks/Flutter.framework/Headers/FlutterEngineGroup.h,4.6 KB,uncategorized,.h
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/da.lproj/FacebookSDK.strings,4.6 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/hr.lproj/FacebookSDK.strings,4.6 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/sv.lproj/FacebookSDK.strings,4.6 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/id.lproj/FacebookSDK.strings,4.6 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/nb.lproj/FacebookSDK.strings,4.6 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/zh_Hant_TW.lproj/FacebookSDK.strings,4.6 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/zh_Hant_HK.lproj/FacebookSDK.strings,4.5 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/zh.lproj/FacebookSDK.strings,4.5 KB,uncategorized,.strings
FacebookSDK.strings,Frameworks/FBSDKCoreKit.framework/FacebookSDKStrings.bundle/Resources/en_GB.lproj/FacebookSDK.strings,4.2 KB,uncategorized,.strings
FlutterHeadlessDartRunner.h,Frameworks/Flutter.framework/Headers/FlutterHeadlessDartRunner.h,3.8 KB,uncategorized,.h
FlutterDartProject.h,Frameworks/Flutter.framework/Headers/FlutterDartProject.h,3.8 KB,uncategorized,.h
FlutterBinaryMessenger.h,Frameworks/Flutter.framework/Headers/FlutterBinaryMessenger.h,3.7 KB,uncategorized,.h
CodeResources,Frameworks/flutter_inappwebview_ios.framework/_CodeSignature/CodeResources,3.4 KB,uncategorized,
AssetManifest.bin,Frameworks/App.framework/flutter_assets/AssetManifest.bin,3.1 KB,uncategorized,.bin
01J-lp-oVM-view-Ze5-6b-2t3.nib,Base.lproj/LaunchScreen.storyboardc/01J-lp-oVM-view-Ze5-6b-2t3.nib,2.6 KB,uncategorized,.nib
CodeResources,Frameworks/shared_preferences_foundation.framework/_CodeSignature/CodeResources,2.4 KB,uncategorized,
CodeResources,Frameworks/video_player_avfoundation.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/app_tracking_transparency.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/webview_flutter_wkwebview.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/path_provider_foundation.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/flutter_native_splash.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/package_info_plus.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/connectivity_plus.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/url_launcher_ios.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/device_info_plus.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/IOSSecuritySuite.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/sqflite_darwin.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/wakelock_plus.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/in_app_review.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/app_settings.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/OrderedSet.framework/_CodeSignature/CodeResources,2.3 KB,uncategorized,
CodeResources,Frameworks/AdjustSdk.framework/_CodeSignature/CodeResources,2.2 KB,uncategorized,
FlutterTexture.h,Frameworks/Flutter.framework/Headers/FlutterTexture.h,2.2 KB,uncategorized,.h
CodeResources,Frameworks/advertising_id.framework/_CodeSignature/CodeResources,2.0 KB,uncategorized,
PrivacyInfo.xcprivacy,Frameworks/AdjustSdk.framework/Adjust.bundle/PrivacyInfo.xcprivacy,2.0 KB,uncategorized,.xcprivacy
CodeResources,Frameworks/AdjustSigSdk.framework/_CodeSignature/CodeResources,2.0 KB,uncategorized,
CodeResources,Frameworks/FBAEMKit.framework/_CodeSignature/CodeResources,2.0 KB,uncategorized,
CodeResources,Frameworks/FBSDKCoreKit_Basics.framework/_CodeSignature/CodeResources,2.0 KB,uncategorized,
FlutterPlatformViews.h,Frameworks/Flutter.framework/Headers/FlutterPlatformViews.h,1.9 KB,uncategorized,.h
PrivacyInfo.xcprivacy,FBAudienceNetwork.bundle/PrivacyInfo.xcprivacy,1.9 KB,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/FBSDKCoreKit.framework/PrivacyInfo.xcprivacy,1.9 KB,uncategorized,.xcprivacy
Myh-pL-l6f-view-1n8-5e-oxa.nib,Frameworks/flutter_inappwebview_ios.framework/WebView.storyboardc/Myh-pL-l6f-view-1n8-5e-oxa.nib,1.8 KB,uncategorized,.nib
BYZ-38-t0r-view-8bC-Xf-vdC.nib,Base.lproj/Main.storyboardc/BYZ-38-t0r-view-8bC-Xf-vdC.nib,1.8 KB,uncategorized,.nib
FlutterMacros.h,Frameworks/Flutter.framework/Headers/FlutterMacros.h,1.8 KB,uncategorized,.h
CodeResources,Frameworks/flutter_keyboard_visibility.framework/_CodeSignature/CodeResources,1.8 KB,uncategorized,
CodeResources,Frameworks/flutter_timezone.framework/_CodeSignature/CodeResources,1.8 KB,uncategorized,
CodeResources,Frameworks/native_flutter_proxy.framework/_CodeSignature/CodeResources,1.8 KB,uncategorized,
CodeResources,Frameworks/flutter_keychain.framework/_CodeSignature/CodeResources,1.8 KB,uncategorized,
CodeResources,Frameworks/in_app_purchase_storekit.framework/_CodeSignature/CodeResources,1.8 KB,uncategorized,
CodeResources,Frameworks/flutter_jailbreak_detection.framework/_CodeSignature/CodeResources,1.8 KB,uncategorized,
CodeResources,Frameworks/adjust_sdk.framework/_CodeSignature/CodeResources,1.8 KB,uncategorized,
CodeResources,Frameworks/r_forbidshot.framework/_CodeSignature/CodeResources,1.8 KB,uncategorized,
CodeResources,Frameworks/encryptions.framework/_CodeSignature/CodeResources,1.8 KB,uncategorized,
FlutterCallbackCache.h,Frameworks/Flutter.framework/Headers/FlutterCallbackCache.h,1.7 KB,uncategorized,.h
navController.nib,Frameworks/flutter_inappwebview_ios.framework/WebView.storyboardc/navController.nib,1.3 KB,uncategorized,.nib
